Current Official Name of Satellite,Country of Operator/Owner,Users,Purpose,Class of Orbit,Perigee (km),Apogee (km),Launch Mass (kg.),Date of Launch,Expected Lifetime (yrs.),Satellite Status
Dove 3p-32,USA,Commercial,Earth Observation,LEO,495.0,506.0,4.0,2017-02-14,3.0,Inactive (Archaeology)
Dove 3p-33,USA,Commercial,Earth Observation,LEO,495.0,505.0,4.0,2017-02-14,3.0,Inactive (Archaeology)
Dove 3p-34,USA,Commercial,Earth Observation,LEO,496.0,505.0,4.0,2017-02-14,3.0,Inactive (Archaeology)
Dove 3p-4,USA,Commercial,Earth Observation,LEO,496.0,507.0,4.0,2017-02-14,3.0,Inactive (Archaeology)
Dove 3p-46,USA,Commercial,Earth Observation,LEO,494.0,504.0,4.0,2017-02-14,3.0,Inactive (Archaeology)
Dove 3p-49,USA,Commercial,Earth Observation,LEO,495.0,505.0,4.0,2017-02-14,3.0,Inactive (Archaeology)
Dove 3p-50,USA,Commercial,Earth Observation,LEO,494.0,505.0,4.0,2017-02-14,3.0,Inactive (Archaeology)
Dove 3p-54,USA,Commercial,Earth Observation,LEO,494.0,502.0,4.0,2017-02-14,3.0,Inactive (Archaeology)
Dove 3p-55,USA,Commercial,Earth Observation,LEO,494.0,502.0,4.0,2017-02-14,3.0,Inactive (Archaeology)
Dove 3p-57,USA,Commercial,Earth Observation,LEO,496.0,506.0,4.0,2017-02-14,3.0,Inactive (Archaeology)
Dove 3p-58,USA,Commercial,Earth Observation,LEO,495.0,506.0,4.0,2017-02-14,3.0,Inactive (Archaeology)
Dove 3p-61,USA,Commercial,Earth Observation,LEO,494.0,504.0,4.0,2017-02-14,3.0,Inactive (Archaeology)
Dove 3p-64,USA,Commercial,Earth Observation,LEO,494.0,504.0,4.0,2017-02-14,3.0,Inactive (Archaeology)
Dove 3p-65,USA,Commercial,Earth Observation,LEO,494.0,505.0,4.0,2017-02-14,3.0,Inactive (Archaeology)
Dove 3p-66,USA,Commercial,Earth Observation,LEO,495.0,503.0,4.0,2017-02-14,3.0,Inactive (Archaeology)
Dove 3p-74,USA,Commercial,Earth Observation,LEO,494.0,506.0,4.0,2017-02-14,3.0,Inactive (Archaeology)
Dove 3p-76,USA,Commercial,Earth Observation,LEO,495.0,506.0,4.0,2017-02-14,3.0,Inactive (Archaeology)
Dove 3p-80,USA,Commercial,Earth Observation,LEO,496.0,506.0,4.0,2017-02-14,3.0,Inactive (Archaeology)
Dove 3r-1,USA,Commercial,Earth Observation,LEO,476.0,500.0,4.0,2018-10-29,3.0,Inactive (Archaeology)
Dove 3r-11,USA,Commercial,Earth Observation,LEO,476.0,500.0,4.0,2018-11-29,3.0,Inactive (Archaeology)
Dove 3r-12,USA,Commercial,Earth Observation,LEO,476.0,500.0,4.0,2018-11-29,3.0,Inactive (Archaeology)
Dove 3r-4,USA,Commercial,Earth Observation,LEO,476.0,500.0,4.0,2018-10-29,3.0,Inactive (Archaeology)
Dove 3r-7,USA,Commercial,Earth Observation,LEO,476.0,500.0,4.0,2018-11-29,3.0,Inactive (Archaeology)
Dove 3r-7,USA,Commercial,Earth Observation,LEO,476.0,500.0,4.0,2018-10-29,3.0,Inactive (Archaeology)
Dove 3r-9,USA,Commercial,Earth Observation,LEO,476.0,500.0,4.0,2018-10-29,3.0,Inactive (Archaeology)
Dove 3s-1,USA,Commercial,Earth Observation,LEO,574.0,592.0,4.0,2018-12-03,3.0,Inactive (Archaeology)
Dove 4a-17,USA,Commercial,Earth Observation,LEO,492.0,508.0,4.0,2019-04-01,3.0,Inactive (Archaeology)
Dove 4a-19,USA,Commercial,Earth Observation,LEO,492.0,508.0,4.0,2019-04-01,3.0,Inactive (Archaeology)
Dove 4a-2,USA,Commercial,Earth Observation,LEO,494.0,510.0,4.0,2019-04-01,3.0,Inactive (Archaeology)
Dove 4a-5,USA,Commercial,Earth Observation,LEO,493.0,506.0,4.0,2019-04-01,3.0,Inactive (Archaeology)
Dove 4a-9,USA,Commercial,Earth Observation,LEO,493.0,506.0,4.0,2019-04-01,3.0,Inactive (Archaeology)
Dove 4e'-1,USA,Commercial,Earth Observation,LEO,511.0,527.0,4.0,2020-10-28,3.0,Inactive (Archaeology)
Dove 4e’-2,USA,Commercial,Earth Observation,LEO,505.0,524.0,4.0,2020-10-28,3.0,Inactive (Archaeology)
Dove 4e’-3 ,USA,Commercial,Earth Observation,LEO,507.0,523.0,4.0,2020-10-28,3.0,Inactive (Archaeology)
Dove 4e’-4 ,USA,Commercial,Earth Observation,LEO,504.0,522.0,4.0,2020-10-28,3.0,Inactive (Archaeology)
Dove 4e’-5 ,USA,Commercial,Earth Observation,LEO,506.0,525.0,4.0,2020-10-28,3.0,Inactive (Archaeology)
Dove 4e’-6 ,USA,Commercial,Earth Observation,LEO,507.0,524.0,4.0,2020-10-28,3.0,Inactive (Archaeology)
Dove 4e'-8,USA,Commercial,Earth Observation,LEO,510.0,527.0,4.0,2020-10-28,3.0,Inactive (Archaeology)
Dove 4e’-8,USA,Commercial,Earth Observation,LEO,511.0,524.0,4.0,2020-10-28,3.0,Inactive (Archaeology)
Dove 4e’-9 ,USA,Commercial,Earth Observation,LEO,510.0,526.0,4.0,2020-10-28,3.0,Inactive (Archaeology)
Dove 4p-1,USA,Commercial,Earth Observation,LEO,498.0,516.0,4.0,2019-11-27,3.0,Inactive (Archaeology)
Dove 4p-10,USA,Commercial,Earth Observation,LEO,499.0,515.0,4.0,2019-11-27,3.0,Inactive (Archaeology)
Dove 4p-11,USA,Commercial,Earth Observation,LEO,499.0,515.0,4.0,2019-11-27,3.0,Inactive (Archaeology)
Dove 4p-3,USA,Commercial,Earth Observation,LEO,499.0,515.0,4.0,2019-11-27,3.0,Inactive (Archaeology)
Dove 4p-4,USA,Commercial,Earth Observation,LEO,499.0,515.0,4.0,2019-11-27,3.0,Inactive (Archaeology)
Dove 4p-5,USA,Commercial,Earth Observation,LEO,499.0,513.0,4.0,2019-11-27,3.0,Inactive (Archaeology)
Dove 4p-7,USA,Commercial,Earth Observation,LEO,499.0,513.0,4.0,2019-11-27,3.0,Inactive (Archaeology)
Dove 4s-1 ,USA,Commercial,Earth Observation,LEO,519.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-10 ,USA,Commercial,Earth Observation,LEO,520.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-11 ,USA,Commercial,Earth Observation,LEO,520.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-12 ,USA,Commercial,Earth Observation,LEO,520.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-13 ,USA,Commercial,Earth Observation,LEO,520.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-14 ,USA,Commercial,Earth Observation,LEO,520.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-15 ,USA,Commercial,Earth Observation,LEO,520.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-16 ,USA,Commercial,Earth Observation,LEO,520.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-17 ,USA,Commercial,Earth Observation,LEO,522.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-18 ,USA,Commercial,Earth Observation,LEO,521.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-19 ,USA,Commercial,Earth Observation,LEO,520.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-2 ,USA,Commercial,Earth Observation,LEO,519.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-20 ,USA,Commercial,Earth Observation,LEO,521.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-21 ,USA,Commercial,Earth Observation,LEO,521.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-22 ,USA,Commercial,Earth Observation,LEO,521.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-23 ,USA,Commercial,Earth Observation,LEO,520.0,536.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-24 ,USA,Commercial,Earth Observation,LEO,521.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-25 ,USA,Commercial,Earth Observation,LEO,526.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-27 ,USA,Commercial,Earth Observation,LEO,526.0,537.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-28 ,USA,Commercial,Earth Observation,LEO,515.0,534.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-3 ,USA,Commercial,Earth Observation,LEO,519.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-30 ,USA,Commercial,Earth Observation,LEO,527.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-31 ,USA,Commercial,Earth Observation,LEO,525.0,537.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-33 ,USA,Commercial,Earth Observation,LEO,526.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-34 ,USA,Commercial,Earth Observation,LEO,527.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-35 ,USA,Commercial,Earth Observation,LEO,526.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-36 ,USA,Commercial,Earth Observation,LEO,526.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-37 ,USA,Commercial,Earth Observation,LEO,522.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-39 ,USA,Commercial,Earth Observation,LEO,523.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-4 ,USA,Commercial,Earth Observation,LEO,519.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-41 ,USA,Commercial,Earth Observation,LEO,522.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-42 ,USA,Commercial,Earth Observation,LEO,520.0,538.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-43 ,USA,Commercial,Earth Observation,LEO,521.0,533.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-44 ,USA,Commercial,Earth Observation,LEO,519.0,537.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-45 ,USA,Commercial,Earth Observation,LEO,523.0,541.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-46 ,USA,Commercial,Earth Observation,LEO,521.0,533.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-47 ,USA,Commercial,Earth Observation,LEO,526.0,537.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-48 ,USA,Commercial,Earth Observation,LEO,524.0,536.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-5 ,USA,Commercial,Earth Observation,LEO,520.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-6 ,USA,Commercial,Earth Observation,LEO,527.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-7 ,USA,Commercial,Earth Observation,LEO,527.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-8 ,USA,Commercial,Earth Observation,LEO,527.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4s-9 ,USA,Commercial,Earth Observation,LEO,520.0,535.0,4.0,2021-01-24,3.0,Inactive (Archaeology)
Dove 4v-1,USA,Commercial,Earth Observation,LEO,534.0,535.0,4.0,2020-09-02,3.0,Inactive (Archaeology)
Dove 4v-10,USA,Commercial,Earth Observation,LEO,534.0,536.0,4.0,2020-09-02,3.0,Inactive (Archaeology)
Dove 4v-11,USA,Commercial,Earth Observation,LEO,533.0,535.0,4.0,2020-09-02,3.0,Inactive (Archaeology)
Dove 4v-13,USA,Commercial,Earth Observation,LEO,533.0,535.0,4.0,2020-09-02,3.0,Inactive (Archaeology)
Dove 4v-14,USA,Commercial,Earth Observation,LEO,533.0,535.0,4.0,2020-09-02,3.0,Inactive (Archaeology)
Dove 4v-15,USA,Commercial,Earth Observation,LEO,515.0,520.0,4.0,2020-09-25,3.0,Inactive (Archaeology)
Dove 4v-16,USA,Commercial,Earth Observation,LEO,515.0,529.0,4.0,2020-09-25,3.0,Inactive (Archaeology)
Dove 4v-17,USA,Commercial,Earth Observation,LEO,516.0,521.0,4.0,2020-10-02,3.0,Inactive (Archaeology)
Dove 4v-18,USA,Commercial,Earth Observation,LEO,514.0,527.0,4.0,2020-10-03,3.0,Inactive (Archaeology)
Dove 4v-19,USA,Commercial,Earth Observation,LEO,513.0,523.0,4.0,2020-10-03,3.0,Inactive (Archaeology)
Dove 4v-20,USA,Commercial,Earth Observation,LEO,515.0,528.0,4.0,2020-10-03,3.0,Inactive (Archaeology)
Dove 4v-22,USA,Commercial,Earth Observation,LEO,514.0,526.0,4.0,2020-10-03,3.0,Inactive (Archaeology)
Dove 4v-23,USA,Commercial,Earth Observation,LEO,514.0,523.0,4.0,2020-10-03,3.0,Inactive (Archaeology)
Dove 4v-24,USA,Commercial,Earth Observation,LEO,516.0,527.0,4.0,2020-10-03,3.0,Inactive (Archaeology)
Dove 4v-25,USA,Commercial,Earth Observation,LEO,514.0,523.0,4.0,2020-10-03,3.0,Inactive (Archaeology)
Dove 4v-26,USA,Commercial,Earth Observation,LEO,516.0,526.0,4.0,2020-10-03,3.0,Inactive (Archaeology)
Dove 4v-4,USA,Commercial,Earth Observation,LEO,534.0,535.0,4.0,2020-09-02,3.0,Inactive (Archaeology)
Dove 4v-5,USA,Commercial,Earth Observation,LEO,533.0,535.0,4.0,2020-09-02,3.0,Inactive (Archaeology)
Dove 4v-6,USA,Commercial,Earth Observation,LEO,533.0,535.0,4.0,2020-09-02,3.0,Inactive (Archaeology)
Dove 4v-7,USA,Commercial,Earth Observation,LEO,533.0,535.0,4.0,2020-09-02,3.0,Inactive (Archaeology)
Dove 4v-8,USA,Commercial,Earth Observation,LEO,533.0,535.0,4.0,2020-09-02,3.0,Inactive (Archaeology)
Dove 4x-1,USA,Commercial,Earth Observation,LEO,518.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-10,USA,Commercial,Earth Observation,LEO,520.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-11,USA,Commercial,Earth Observation,LEO,524.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-12,USA,Commercial,Earth Observation,LEO,518.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-13,USA,Commercial,Earth Observation,LEO,517.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-14,USA,Commercial,Earth Observation,LEO,522.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-15,USA,Commercial,Earth Observation,LEO,518.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-16,USA,Commercial,Earth Observation,LEO,518.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-17,USA,Commercial,Earth Observation,LEO,524.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-18,USA,Commercial,Earth Observation,LEO,518.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-19,USA,Commercial,Earth Observation,LEO,523.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-2,USA,Commercial,Earth Observation,LEO,520.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-20,USA,Commercial,Earth Observation,LEO,520.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-21,USA,Commercial,Earth Observation,LEO,523.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-22,USA,Commercial,Earth Observation,LEO,519.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-24,USA,Commercial,Earth Observation,LEO,524.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-25,USA,Commercial,Earth Observation,LEO,518.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-26,USA,Commercial,Earth Observation,LEO,518.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-28,USA,Commercial,Earth Observation,LEO,523.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-29,USA,Commercial,Earth Observation,LEO,518.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-3,USA,Commercial,Earth Observation,LEO,518.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-30,USA,Commercial,Earth Observation,LEO,519.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-31,USA,Commercial,Earth Observation,LEO,524.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-32,USA,Commercial,Earth Observation,LEO,518.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-34,USA,Commercial,Earth Observation,LEO,523.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-35,USA,Commercial,Earth Observation,LEO,523.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-36,USA,Commercial,Earth Observation,LEO,522.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-37,USA,Commercial,Earth Observation,LEO,519.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-38,USA,Commercial,Earth Observation,LEO,518.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-39,USA,Commercial,Earth Observation,LEO,518.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-4,USA,Commercial,Earth Observation,LEO,523.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-40,USA,Commercial,Earth Observation,LEO,524.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-41,USA,Commercial,Earth Observation,LEO,519.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-42,USA,Commercial,Earth Observation,LEO,518.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-43,USA,Commercial,Earth Observation,LEO,518.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-44,USA,Commercial,Earth Observation,LEO,520.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-5,USA,Commercial,Earth Observation,LEO,518.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-6,USA,Commercial,Earth Observation,LEO,524.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-7,USA,Commercial,Earth Observation,LEO,523.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-8 ,USA,Commercial,Earth Observation,LEO,520.0,535.0,5.7,2022-01-13,3.0,Inactive (Archaeology)
Dove 4x-9,USA,Commercial,Earth Observation,LEO,523.0,535.0,6.0,2022-01-13,3.0,Inactive (Archaeology)
Dove 4y-1,USA,Commercial,Earth Observation,LEO,523.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-10,USA,Commercial,Earth Observation,LEO,517.0,536.0,6.0,2023-01-03,3.0,Active
Dove 4y-11,USA,Commercial,Earth Observation,LEO,523.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-12,USA,Commercial,Earth Observation,LEO,522.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-13,USA,Commercial,Earth Observation,LEO,518.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-14,USA,Commercial,Earth Observation,LEO,517.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-15,USA,Commercial,Earth Observation,LEO,524.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-16,USA,Commercial,Earth Observation,LEO,517.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-17,USA,Commercial,Earth Observation,LEO,522.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-18,USA,Commercial,Earth Observation,LEO,523.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-19,USA,Commercial,Earth Observation,LEO,524.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-2,USA,Commercial,Earth Observation,LEO,517.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-20,USA,Commercial,Earth Observation,LEO,523.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-21,USA,Commercial,Earth Observation,LEO,518.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-22,USA,Commercial,Earth Observation,LEO,517.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-23,USA,Commercial,Earth Observation,LEO,524.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-24,USA,Commercial,Earth Observation,LEO,517.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-25,USA,Commercial,Earth Observation,LEO,524.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-26,USA,Commercial,Earth Observation,LEO,524.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-27,USA,Commercial,Earth Observation,LEO,518.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-28,USA,Commercial,Earth Observation,LEO,523.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-29,USA,Commercial,Earth Observation,LEO,523.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-3,USA,Commercial,Earth Observation,LEO,518.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-30,USA,Commercial,Earth Observation,LEO,524.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-31,USA,Commercial,Earth Observation,LEO,524.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-32,USA,Commercial,Earth Observation,LEO,517.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-33,USA,Commercial,Earth Observation,LEO,524.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-34,USA,Commercial,Earth Observation,LEO,524.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-35,USA,Commercial,Earth Observation,LEO,517.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-36,USA,Commercial,Earth Observation,LEO,518.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-4,USA,Commercial,Earth Observation,LEO,518.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-5,USA,Commercial,Earth Observation,LEO,523.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4-y6,USA,Commercial,Earth Observation,LEO,518.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-7,USA,Commercial,Earth Observation,LEO,522.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-8,USA,Commercial,Earth Observation,LEO,517.0,537.0,6.0,2023-01-03,3.0,Active
Dove 4y-9,USA,Commercial,Earth Observation,LEO,517.0,537.0,6.0,2023-01-03,3.0,Active
USA 167,USA,Military,Communications,GEO,35771.0,35802.0,1156.0,2003-03-11,10.0,Inactive (Archaeology)
USA 170,USA,Military,Communications,GEO,35760.0,35814.0,1156.0,2003-08-29,10.0,Inactive (Archaeology)
USA 135,USA,Military,Communications,GEO,35757.0,35817.0,1156.0,1997-10-24,10.0,Inactive (Archaeology)
USA 153,USA,Military,Communications,GEO,35774.0,35799.0,1156.0,2000-10-20,10.0,Inactive (Archaeology)
USA 113,USA,Military,Communications,GEO,35784.0,35784.0,1156.0,1995-07-31,10.0,Inactive (Archaeology)
USA 148,USA,Military,Communications,GEO,35706.0,35868.0,1156.0,2000-01-01,10.0,Inactive (Archaeology)
USA 149,USA,Military,Earth Observation,GEO,35897.0,35909.0,2380.0,2000-05-18,9.0,Inactive (Archaeology)
USA 159,USA,Military,Earth Observation,GEO,35765.0,35810.0,2380.0,2001-08-06,9.0,Inactive (Archaeology)
USA 176,USA,Military,Earth Observation,GEO,35741.0,35832.0,2380.0,2004-02-14,9.0,Inactive (Archaeology)
DSX,USA,Military,Technology Development,MEO,6004.0,12034.0,600.0,2019-06-25,1.0,Inactive (Archaeology)
DubaiSat-2,United Arab Emirates,Government,Earth Observation,LEO,585.0,603.0,300.0,2013-11-21,5.0,Inactive (Archaeology)
E-Space 1,USA,Commercial,Technology Development,LEO,522.0,533.0,6.0,2022-05-02,1.0,Inactive (Archaeology)
E-Space 2,USA,Commercial,Technology Development,LEO,522.0,533.0,6.0,2022-05-02,1.0,Inactive (Archaeology)
E-Space 3,USA,Commercial,Technology Development,LEO,522.0,533.0,6.0,2022-05-02,1.0,Inactive (Archaeology)
Eagle-1,USA,Commercial,Communications,GEO,35777.0,35795.0,2845.0,1997-09-04,15.0,Inactive (Archaeology)
Echostar 10,USA,Commercial,Communications,GEO,35780.0,35792.0,4333.0,2006-02-15,15.0,Inactive (Archaeology)
Echostar 11,USA,Commercial,Communications,GEO,35778.0,35793.0,5500.0,2008-07-16,15.0,Inactive (Archaeology)
Echostar 14,USA,Commercial,Communications,GEO,35785.0,35789.0,6384.0,2010-03-20,15.0,Inactive (Archaeology)
